pc_time,t,xr,x,v,age,stop,dstop,amodel,abrk,btarget,tslew,venv,vref,ev,beam,fb,us,ua,acc,rate,u,bias,fps,e,ddl,dsl,dss,vas,vc,vb,st,ok,cnt,tgt,sat,brk,stuck,set,mv,vv,px,edge,deg,hold,q,guard,gap,inv,crc,drop,esrc
1785439114.310,22427,-31.0,-35.61,-81.0,57.0,-60.12,-22.27,133.7,165.0,3.0,9.5,58.59,58.59,-139.59,2.43,2.992,2.992,0.0,98.2,60.0,2.992,0.0,35.6,-35.61,-1.62,-0.77,-19.89,81.0,58.59,140.84,1,1,268,292,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.310,22487,-35.2,-37.2,-59.0,34.0,-50.59,-12.17,140.4,165.0,3.0,7.4,55.05,55.05,-114.05,2.553,2.974,2.974,0.0,176.4,60.0,2.974,0.0,35.6,-37.2,-1.18,-0.44,-10.55,59.0,55.05,129.2,1,1,273,291,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.368,22547,-36.2,-37.64,-36.0,40.0,-42.98,-4.86,145.8,165.0,3.0,5.8,51.02,51.02,-87.02,2.651,2.906,2.906,0.0,248.2,60.0,2.906,0.0,35.6,-37.64,-0.72,-0.21,-3.93,36.0,51.02,119.09,1,1,277,288,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.439,22607,-36.2,-36.77,-13.0,44.0,-37.69,-0.84,148.5,165.0,3.0,5.0,47.42,47.42,-60.42,2.701,2.68,2.68,0.0,291.5,60.0,2.68,0.0,35.6,-36.77,-0.26,-0.06,-0.51,13.0,47.42,111.52,1,1,279,278,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.499,22668,-35.3,-35.3,5.0,48.0,-33.58,1.56,149.9,165.0,-3.0,95.4,44.11,44.11,-39.11,2.725,2.194,2.194,0.0,294.4,25.5,2.194,0.0,35.6,-35.3,0.13,1.04,0.39,11.4,44.11,105.26,1,1,280,258,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439114.571,22728,-32.9,-31.45,28.0,52.0,-23.6,7.14,140.4,165.0,-3.0,92.6,34.01,34.01,-6.01,2.553,0.427,0.427,0.0,313.7,26.6,0.617,0.0,35.6,-31.45,0.59,3.09,3.46,33.8,34.01,88.23,1,1,273,201,0,0,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.636,22788,-29.1,-26.3,50.0,56.0,-10.21,14.63,117.1,165.0,-3.0,85.5,16.0,16.0,34.0,2.129,-2.008,-2.008,0.0,319.3,60.0,-2.008,0.0,35.6,-26.3,1.02,4.63,8.98,54.42,16.0,58.05,1,1,256,117,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.697,22848,-22.0,-19.2,80.0,35.0,12.24,28.59,83.7,165.0,-3.0,75.4,19.02,-19.02,99.02,1.522,-2.947,-2.947,0.0,374.1,60.0,-2.947,0.0,35.6,-19.2,1.62,6.23,20.75,82.74,19.02,63.56,1,1,233,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.790,22908,-15.2,-11.19,103.0,39.0,34.6,41.63,45.3,165.0,-3.0,63.7,44.98,-44.98,147.98,0.823,-2.995,-2.995,0.0,379.1,60.0,-2.995,0.0,35.6,-11.19,2.07,6.64,32.92,104.22,44.98,106.85,1,1,208,87,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439114.790,22970,-8.3,-3.13,115.0,45.0,50.46,48.72,11.4,165.0,-3.0,53.5,54.99,-54.99,169.99,0.208,-2.998,-2.998,0.0,318.0,60.0,-2.998,0.0,35.6,-3.13,2.3,6.16,40.26,115.25,54.99,129.03,1,1,187,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439114.858,23030,-1.9,3.73,115.0,49.0,55.7,47.25,-25.4,165.0,-3.0,42.3,57.13,-57.13,172.13,-0.461,-2.998,-2.998,0.0,218.5,60.0,-2.998,0.0,35.6,3.73,2.3,4.87,40.08,115.0,57.13,135.57,1,1,165,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439114.918,23090,5.3,11.81,123.0,53.0,69.62,52.55,-51.2,165.0,-3.0,34.5,60.91,-60.91,183.91,-0.932,-2.999,-2.999,0.0,191.6,60.0,-2.999,0.0,36.0,11.81,2.46,4.24,45.85,123.0,60.91,151.56,1,1,150,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439114.988,23150,11.2,17.98,117.0,58.0,69.67,46.99,-75.8,165.0,-3.0,27.0,60.92,-60.92,177.92,-1.378,-2.999,-2.999,0.0,104.7,60.0,-2.999,0.0,36.0,17.98,2.34,3.16,41.49,117.0,60.92,151.62,1,1,136,87,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439115.049,23210,16.4,23.01,105.0,63.0,64.64,37.84,-91.9,165.0,-3.0,22.1,59.82,-59.82,164.82,-1.671,-2.998,-2.998,0.0,13.3,60.0,-2.998,0.0,36.0,23.01,2.1,2.33,33.42,105.0,59.82,146.03,1,1,127,87,0,1,0,0,1,1,1,0,1,0,2,1,0,10,0,0,0
1785439115.117,23272,24.1,27.5,92.0,37.0,59.49,29.08,-108.1,165.0,-3.0,17.2,58.4,-58.4,150.4,-1.965,-2.995,-2.995,0.0,-61.8,60.0,-2.995,0.0,36.0,27.5,1.84,1.59,25.65,92.0,58.4,140.1,1,1,118,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439115.203,23332,27.6,30.75,77.0,41.0,53.39,20.58,-119.1,165.0,-3.0,13.9,56.25,-56.25,133.25,-2.165,-2.989,-2.989,0.0,-123.7,60.0,-2.989,0.0,36.0,30.75,1.54,1.07,17.97,77.0,56.25,132.73,1,1,112,87,0,1,0,0,1,1,1,0,0,0,1,1,0,10,0,0,0
1785439115.203,23392,29.9,32.54,60.0,44.0,46.56,12.75,-130.0,165.0,-3.0,10.6,53.07,-53.07,113.07,-2.365,-2.973,-2.973,0.0,-177.2,60.0,-2.973,0.0,36.0,32.54,1.2,0.64,10.91,60.0,53.07,123.94,1,1,106,88,0,1,0,0,1,1,1,0,0,0,2,1,0,10,0,0,0
1785439115.266,23452,31.4,33.51,43.0,49.0,41.01,6.82,-137.4,165.0,-3.0,8.4,49.76,-49.76,92.76,-2.498,-2.928,-2.928,0.0,-210.0,60.0,-2.928,0.0,36.0,33.51,0.86,0.36,5.6,43.0,49.76,116.32,1,1,102,89,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439115.336,23512,31.6,32.61,19.0,53.0,34.37,1.6,-142.9,165.0,-3.0,6.7,44.78,-44.78,63.78,-2.598,-2.725,-2.725,0.0,-260.9,60.0,-2.725,0.0,36.0,32.61,0.38,0.13,1.09,19.0,44.78,106.49,1,1,99,95,0,1,0,0,1,1,1,0,0,0,3,1,0,10,0,0,0
1785439115.397,23573,30.8,30.8,-3.0,33.0,29.57,-1.12,-142.9,165.0,3.0,93.3,40.41,-40.41,37.41,-2.598,-2.135,-2.135,0.0,-292.7,26.8,-2.135,0.0,36.0,30.8,-0.09,-0.79,-0.24,8.95,40.41,98.77,1,1,99,113,0,0,0,0,0,1,0,0,0,0,3,1,0,10,0,0,0
1785439115.466,23633,29.5,29.5,-15.0,39.0,25.73,-3.43,-135.5,165.0,3.0,91.1,36.42,-36.42,21.42,-2.464,-1.41,-1.41,0.0,-266.8,27.2,-1.41,0.0,36.0,29.5,-0.33,-1.83,-1.27,20.49,36.42,92.14,1,1,103,135,0,0,0,0,0,1,0,0,0,0,2,1,0,10,0,0,0
1785439115.525,23693,28.4,26.75,-23.0,72.0,21.06,-5.17,-120.9,165.0,3.0,86.6,30.97,-30.97,7.97,-2.198,-0.563,-0.563,0.0,-219.9,28.0,-0.563,0.0,36.0,26.75,-0.48,-2.37,-2.31,27.63,30.97,83.36,1,1,111,162,0,0,0,0,1,1,1,0,1,1,2,1,0,11,0,0,0
1785439115.596,23753,22.3,19.41,-59.0,49.0,-0.24,-17.86,-95.5,165.0,3.0,78.9,0.38,0.38,-59.38,-1.736,2.665,2.665,0.0,-326.4,60.0,2.665,0.0,36.0,19.41,-1.2,-4.9,-11.76,62.29,0.38,8.86,1,1,125,278,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439115.685,23813,18.3,14.69,-67.0,54.0,-7.48,-20.15,-54.7,165.0,3.0,66.6,11.84,11.84,-78.84,-0.995,2.863,2.863,0.0,-265.1,60.0,2.863,0.0,36.0,14.69,-1.35,-4.56,-14.24,68.55,11.84,49.69,1,1,148,286,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439115.685,23874,12.7,7.81,-83.0,59.0,-22.33,-27.4,-18.6,165.0,3.0,55.6,32.52,32.52,-115.52,-0.338,2.976,2.976,0.0,-265.2,60.0,2.976,0.0,36.0,7.81,-1.66,-4.64,-21.09,83.42,32.52,85.84,1,1,169,291,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439115.745,23934,3.4,-0.03,-101.0,34.0,-40.99,-37.24,24.5,165.0,3.0,42.6,49.75,49.75,-150.75,0.446,2.995,2.995,0.0,-281.9,60.0,2.995,0.0,36.0,-0.03,-2.02,-4.3,-30.92,101.0,49.75,116.29,1,1,195,292,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439115.815,23994,-3.0,-7.06,-107.0,38.0,-51.52,-40.42,54.7,165.0,3.0,33.4,55.46,55.46,-162.46,0.994,2.997,2.997,0.0,-226.2,60.0,2.997,0.0,36.0,-7.06,-2.14,-3.58,-34.7,107.0,55.46,130.38,1,1,214,292,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439115.885,24054,-9.6,-14.38,-114.0,42.0,-63.48,-44.63,79.2,165.0,3.0,26.0,59.53,59.53,-173.53,1.44,2.998,2.998,0.0,-195.9,60.0,2.998,0.0,36.0,-14.38,-2.28,-2.96,-39.39,114.0,59.53,144.72,1,1,230,292,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439115.947,24114,-16.4,-21.68,-115.0,46.0,-70.85,-44.7,98.5,165.0,3.0,20.1,61.15,61.15,-176.15,1.791,2.999,2.999,0.0,-127.4,60.0,2.999,0.0,36.0,-21.68,-2.3,-2.32,-40.08,115.0,61.15,152.9,1,1,243,292,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.014,24176,-22.9,-28.02,-109.0,47.0,-71.97,-39.96,111.4,165.0,3.0,16.2,61.35,61.35,-170.35,2.025,2.998,2.998,0.0,-50.8,60.0,2.998,0.0,36.0,-28.02,-2.18,-1.77,-36.01,109.0,61.35,154.1,1,1,252,292,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.075,24236,-28.2,-32.07,-90.0,43.0,-62.23,-27.43,125.6,165.0,3.0,12.0,59.2,59.2,-149.2,2.283,2.995,2.995,0.0,66.4,60.0,2.995,0.0,36.0,-32.07,-1.8,-1.08,-24.55,90.0,59.2,143.3,1,1,262,292,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.164,24296,-31.9,-35.59,-77.0,48.0,-57.82,-20.21,135.0,165.0,3.0,9.1,57.87,57.87,-134.87,2.455,2.99,2.99,0.0,111.7,60.0,2.99,0.0,36.0,-35.59,-1.54,-0.7,-17.97,77.0,57.87,138.12,1,1,269,292,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.164,24356,-34.8,-37.91,-61.0,51.0,-52.16,-12.95,140.4,165.0,3.0,7.4,55.74,55.74,-116.74,2.553,2.977,2.977,0.0,160.4,60.0,2.977,0.0,36.0,-37.91,-1.22,-0.45,-11.28,61.0,55.74,131.18,1,1,273,291,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.233,24416,-35.8,-37.67,-34.0,55.0,-42.49,-4.38,145.8,165.0,3.0,5.8,50.71,50.71,-84.71,2.651,2.896,2.896,0.0,241.8,60.0,2.896,0.0,36.0,-37.67,-0.68,-0.2,-3.5,34.0,50.71,118.4,1,1,277,287,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.293,24477,-35.4,-35.4,-9.0,61.0,-35.92,-0.47,148.5,165.0,3.0,5.0,46.05,46.05,-55.05,2.701,2.593,2.593,0.0,288.5,60.0,2.593,0.0,36.0,-35.4,-0.18,-0.04,-0.25,9.0,46.05,108.86,1,1,279,275,0,1,0,0,0,1,0,0,1,0,3,1,0,11,0,0,0
1785439116.364,24537,-32.0,-30.98,30.0,34.0,-22.38,7.82,141.8,165.0,-3.0,93.0,32.57,32.57,-2.57,2.578,0.184,0.184,0.0,400.5,26.7,1.029,0.0,36.0,-30.98,0.63,3.29,3.9,35.88,32.57,85.92,1,1,274,215,0,0,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.423,24597,-28.8,-27.06,47.0,37.0,-12.14,13.56,122.8,165.0,-3.0,87.2,18.87,18.87,28.13,2.234,-1.755,-1.755,0.0,368.9,60.0,-1.755,0.0,36.0,-27.06,0.96,4.49,8.11,51.74,18.87,63.29,1,1,260,124,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.490,24657,-23.7,-20.67,74.0,41.0,7.28,25.41,89.7,165.0,-3.0,77.2,11.52,-11.52,85.52,1.631,-2.9,-2.9,0.0,399.1,60.0,-2.9,0.0,36.0,-20.67,1.5,5.93,17.98,77.01,11.52,49.01,1,1,237,90,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.581,24717,-18.4,-14.4,87.0,46.0,20.06,31.33,53.1,165.0,-3.0,66.1,29.72,-29.72,116.72,0.966,-2.977,-2.977,0.0,340.2,60.0,-2.977,0.0,36.0,-14.4,1.75,5.85,23.73,88.49,29.72,81.36,1,1,213,88,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.581,24778,-12.7,-7.56,97.0,53.0,32.32,36.25,21.2,165.0,-3.0,56.4,43.0,-43.0,140.0,0.386,-2.992,-2.992,0.0,278.9,60.0,-2.992,0.0,36.0,-7.56,1.94,5.5,28.81,97.49,43.0,103.26,1,1,193,87,0,1,0,0,1,1,1,0,0,0,3,1,0,11,0,0,0
1785439116.642,24838,-5.8,0.41,111.0,56.0,49.35,44.49,-18.6,165.0,-3.0,44.4,54.48,-54.48,165.48,-0.338,-2.998,-2.998,0.0,258.1,60.0,-2.998,0.0,36.0,0.41,2.22,4.92,37.34,111.0,54.48,127.6,1,1,169,87,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439116.712,24898,3.6,7.15,111.0,32.0,55.0,43.51,-47.8,165.0,-3.0,35.5,56.87,-56.87,167.87,-0.868,-2.998,-2.998,0.0,175.3,60.0,-2.998,0.0,36.0,7.15,2.22,3.94,37.34,111.0,56.87,134.72,1,1,152,87,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439116.781,24958,10.1,14.05,113.0,35.0,62.67,44.2,-70.5,165.0,-3.0,28.7,59.32,-59.32,172.32,-1.281,-2.998,-2.998,0.0,131.5,60.0,-2.998,0.0,36.0,14.05,2.26,3.24,38.7,113.0,59.32,143.79,1,1,139,87,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439116.843,25018,15.1,19.03,101.0,39.0,57.85,35.28,-88.3,165.0,-3.0,23.2,57.88,-57.88,158.88,-1.606,-2.997,-2.997,0.0,23.9,60.0,-2.997,0.0,36.0,19.03,2.02,2.35,30.92,101.0,57.88,138.15,1,1,129,87,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439116.910,25080,19.5,23.5,91.0,44.0,55.0,28.64,-102.6,165.0,-3.0,18.9,56.87,-56.87,147.87,-1.866,-2.995,-2.995,0.0,-29.4,60.0,-2.995,0.0,36.0,23.5,1.82,1.72,25.1,91.0,56.87,134.71,1,1,121,87,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439117.000,25140,23.0,26.72,76.0,49.0,48.81,20.08,-119.1,165.0,-3.0,13.9,54.22,-54.22,130.22,-2.165,-2.988,-2.988,0.0,-104.5,60.0,-2.988,0.0,35.5,26.72,1.52,1.06,17.51,76.0,54.22,126.91,1,1,112,88,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439117.000,25200,25.4,28.52,59.0,53.0,42.15,12.39,-128.2,165.0,-3.0,11.1,50.5,-50.5,109.5,-2.331,-2.968,-2.968,0.0,-158.8,60.0,-2.968,0.0,35.5,28.52,1.18,0.66,10.55,59.0,50.5,117.93,1,1,107,88,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439117.060,25260,27.7,30.34,48.0,55.0,39.52,8.34,-137.4,165.0,-3.0,8.4,48.74,-48.74,96.74,-2.498,-2.941,-2.941,0.0,-165.5,60.0,-2.941,0.0,35.5,30.34,0.96,0.4,6.98,48.0,48.74,114.19,1,1,102,89,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439117.129,25320,28.5,30.39,32.0,59.0,34.74,3.96,-142.9,165.0,-3.0,6.7,45.09,-45.09,77.09,-2.598,-2.851,-2.851,0.0,-191.3,60.0,-2.851,0.0,35.5,30.39,0.64,0.21,3.1,32.0,45.09,107.06,1,1,99,92,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439117.190,25381,28.2,28.2,9.0,36.0,28.73,0.48,-144.8,165.0,-3.0,6.1,39.58,-39.58,48.58,-2.632,-2.46,-2.46,0.0,-247.4,60.0,-2.46,0.0,35.5,28.2,0.18,0.06,0.25,9.0,39.58,97.36,1,1,98,103,0,1,0,0,0,1,0,0,0,0,1,1,0,11,0,0,0
1785439117.261,25441,25.7,25.7,-18.0,41.0,20.99,-4.28,-141.0,165.0,3.0,92.7,30.89,-30.89,12.89,-2.564,-0.893,-0.893,0.0,-325.3,28.4,-1.747,0.0,35.5,25.7,-0.39,-2.17,-1.72,23.83,30.89,83.23,1,1,100,125,0,0,0,0,0,1,0,0,0,0,1,1,0,11,0,0,0
1785439117.327,25501,22.3,20.67,-37.0,44.0,9.99,-9.71,-124.6,165.0,3.0,87.7,15.67,-15.67,-21.33,-2.265,1.405,1.405,0.0,-320.9,60.0,1.405,0.0,35.5,20.67,-0.76,-3.64,-5.31,41.84,15.67,57.41,1,1,109,229,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439117.387,25561,19.5,17.39,-44.0,48.0,5.16,-11.12,-86.6,165.0,3.0,76.2,8.21,-8.21,-35.79,-1.573,2.076,2.076,0.0,-256.4,60.0,2.076,0.0,35.5,17.39,-0.9,-3.56,-6.66,46.87,8.21,41.27,1,1,130,254,0,1,0,0,1,1,1,0,0,0,1,1,0,11,0,0,0
1785439117.387,25621,13.8,10.15,-69.0,53.0,-12.7,-20.77,-44.3,165.0,3.0,63.4,19.68,19.68,-88.68,-0.805,2.913,2.913,0.0,-290.6,60.0,2.913,0.0,35.5,10.15,-1.39,-4.45,-14.93,70.18,19.68,64.73,1,1,154,288,0,1,0,0,1,1,1,0,0,0,2,1,0,11,0,0,0
1785439117.479,25682,8.5,3.55,-84.0,59.0,-26.87,-27.65,-10.1,165.0,3.0,53.1,37.65,37.65,-121.65,-0.184,2.982,2.982,0.0,-277.5,60.0,2.982,0.0,35.5,3.55,-1.68,-4.47,-21.5,84.22,37.65,94.15,1,1,174,291,0,1,0,0,1,1,1,0,0,0,2,1,0,12,0,0,0
1785439117.550,25742,-1.3,-5.04,-107.0,35.0,-50.28,-41.13,32.7,165.0,3.0,40.1,54.91,54.91,-161.91,0.594,2.997,2.997,0.0,-311.8,60.0,2.997,0.0,35.5,-5.04,-2.14,-4.29,-34.7,107.0,54.91,128.8,1,1,200,292,0,1,0,0,1,1,1,0,0,0,2,1,0,12,0,0,0
1785439117.609,25802,-7.6,-11.89,-110.0,39.0,-58.52,-42.39,59.4,165.0,3.0,32.0,58.1,58.1,-168.1,1.08,2.998,2.998,0.0,-232.6,60.0,2.998,0.0,35.5,-11.89,-2.2,-3.52,-36.67,110.0,58.1,138.95,1,1,217,292,0,1,0,0,1,1,1,0,0,0,2,1,0,12,0,0,0
1785439117.679,25862,-15.1,-20.14,-123.0,41.0,-76.62,-51.34,83.7,165.0,3.0,24.6,62.08,62.08,-185.08,1.522,2.999,2.999,0.0,-231.4,60.0,2.999,0.0,35.5,-20.14,-2.46,-3.03,-45.85,123.0,62.08,158.99,1,1,233,292,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439117.741,25922,-20.3,-24.98,-104.0,45.0,-65.53,-36.87,101.4,165.0,3.0,19.3,60.03,60.03,-164.03,1.843,2.998,2.998,0.0,-56.3,60.0,2.998,0.0,35.5,-24.98,-2.08,-2.01,-32.78,104.0,60.03,147.04,1,1,245,292,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439117.807,25984,-26.5,-31.9,-106.0,51.0,-73.49,-37.8,114.3,165.0,3.0,15.4,61.6,61.6,-167.6,2.077,2.998,2.998,0.0,-45.6,60.0,2.998,0.0,35.5,-31.9,-2.12,-1.63,-34.05,106.0,61.6,155.71,1,1,254,292,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439117.897,26044,-30.7,-35.54,-88.0,55.0,-64.41,-26.25,126.9,165.0,3.0,11.5,59.76,59.76,-147.76,2.307,2.995,2.995,0.0,56.6,60.0,2.995,0.0,35.5,-35.54,-1.76,-1.02,-23.47,88.0,59.76,145.78,1,1,263,292,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439117.897,26104,-34.8,-39.4,-78.0,59.0,-62.14,-20.68,136.4,165.0,3.0,8.7,59.17,59.17,-137.17,2.479,2.991,2.991,0.0,90.8,60.0,2.991,0.0,35.0,-39.4,-1.56,-0.68,-18.44,78.0,59.17,143.19,1,1,270,292,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439117.956,26164,-37.5,-38.97,-41.0,36.0,-45.8,-6.2,141.8,165.0,3.0,7.0,52.66,52.66,-93.66,2.578,2.931,2.931,0.0,256.6,60.0,2.931,0.0,35.0,-38.97,-0.82,-0.29,-5.09,41.0,52.66,122.93,1,1,274,289,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.024,26224,-38.1,-38.91,-22.0,37.0,-41.13,-2.02,148.5,165.0,3.0,5.0,49.84,49.84,-71.84,2.701,2.81,2.81,0.0,281.8,60.0,2.81,0.0,35.0,-38.91,-0.44,-0.11,-1.47,22.0,49.84,116.49,1,1,279,284,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.088,26285,-37.4,-37.4,0.0,43.0,-37.4,0.0,148.5,165.0,-3.0,0.0,47.2,47.2,-47.2,2.701,2.427,2.427,0.0,310.0,25.0,2.427,0.0,35.0,-37.4,0.0,0.0,0.0,0.0,47.2,111.08,1,1,279,268,0,0,0,0,0,1,0,0,0,0,3,1,0,12,0,0,0
1785439118.156,26345,-35.8,-35.8,18.0,47.0,-31.05,4.32,143.1,165.0,-3.0,93.4,41.83,41.83,-23.83,2.602,1.54,1.54,0.0,308.4,25.4,1.609,0.0,35.0,-35.8,0.39,2.19,1.74,23.97,41.83,101.21,1,1,275,236,0,0,0,0,0,1,0,0,0,0,3,1,0,12,0,0,0
1785439118.225,26405,-33.6,-31.87,34.0,51.0,-22.18,8.81,129.6,165.0,-3.0,89.3,32.33,32.33,1.67,2.356,-0.119,-0.119,0.0,293.1,60.0,-0.119,0.0,35.0,-31.87,0.71,3.46,4.64,39.14,32.33,85.54,1,1,265,176,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.283,26465,-29.5,-26.31,58.0,55.0,-6.98,17.57,100.0,165.0,-3.0,80.3,11.07,11.07,46.93,1.817,-2.42,-2.42,0.0,319.8,60.0,-2.42,0.0,35.0,-26.31,1.18,4.92,11.47,61.51,11.07,48.0,1,1,244,104,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.375,26525,-24.4,-19.62,81.0,59.0,11.41,28.22,64.1,165.0,-3.0,69.4,17.8,-17.8,98.8,1.166,-2.946,-2.946,0.0,336.6,60.0,-2.946,0.0,35.0,-19.62,1.63,5.75,20.83,82.91,17.8,61.37,1,1,220,89,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.376,26586,-14.7,-10.85,107.0,36.0,37.27,43.75,31.1,165.0,-3.0,59.4,47.1,-47.1,154.1,0.565,-2.996,-2.996,0.0,361.8,60.0,-2.996,0.0,35.0,-10.85,2.15,6.4,35.2,107.77,47.1,110.89,1,1,199,87,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.445,26646,-8.4,-3.93,112.0,40.0,46.27,45.63,-6.8,165.0,-3.0,48.0,52.91,-52.91,164.91,-0.123,-2.998,-2.998,0.0,279.3,60.0,-2.998,0.0,35.0,-3.93,2.24,5.37,38.02,112.0,52.91,123.55,1,1,176,87,0,1,0,0,1,1,1,0,0,0,2,1,0,12,0,0,0
1785439118.504,26706,-2.0,2.7,112.0,42.0,51.69,44.53,-39.1,165.0,-3.0,38.2,55.54,-55.54,167.54,-0.71,-2.998,-2.998,0.0,193.3,60.0,-2.998,0.0,35.0,2.7,2.24,4.27,38.02,112.0,55.54,130.59,1,1,157,87,0,1,0,0,1,1,1,0,0,0,1,1,0,12,0,0,0
1785439118.574,26766,4.1,9.47,112.0,48.0,57.61,43.77,-61.7,165.0,-3.0,31.3,57.8,-57.8,169.8,-1.122,-2.998,-2.998,0.0,130.2,60.0,-2.998,0.0,35.0,9.47,2.24,3.51,38.02,112.0,57.8,137.87,1,1,144,87,0,1,0,0,1,1,1,0,0,0,1,1,0,12,0,0,0
1785439118.637,26826,9.5,14.9,104.0,52.0,56.16,37.5,-81.2,165.0,-3.0,25.4,57.3,-57.3,161.3,-1.476,-2.997,-2.997,0.0,48.5,60.0,-2.997,0.0,35.0,14.9,2.08,2.64,32.78,104.0,57.3,136.12,1,1,133,87,0,1,0,0,1,1,1,0,0,0,1,1,0,12,0,0,0
1785439118.703,26888,14.9,20.7,100.0,58.0,58.49,34.36,-97.3,165.0,-3.0,20.5,58.09,-58.09,158.09,-1.769,-2.997,-2.997,0.0,13.2,60.0,-2.997,0.0,35.0,20.7,2.0,2.05,30.31,100.0,58.09,138.92,1,1,124,87,0,1,0,0,1,1,1,0,0,0,2,1,0,12,0,0,0
1785439118.793,26948,21.2,24.17,85.0,35.0,51.59,24.92,-113.6,165.0,-3.0,15.6,55.49,-55.49,140.49,-2.065,-2.993,-2.993,0.0,-66.2,60.0,-2.993,0.0,35.0,24.17,1.7,1.32,21.9,85.0,55.49,130.46,1,1,115,87,0,1,0,0,1,1,1,0,0,0,1,1,0,12,0,0,0
1785439118.794,27008,23.0,25.3,59.0,39.0,39.0,12.45,-124.6,165.0,-3.0,12.3,48.38,-48.38,107.38,-2.265,-2.964,-2.964,0.0,-190.1,60.0,-2.964,0.0,35.0,25.3,1.18,0.72,10.55,59.0,48.38,113.43,1,1,109,88,0,1,0,0,1,1,1,0,0,0,3,1,0,12,0,0,0
1785439118.853,27068,25.2,27.21,48.0,42.0,36.45,8.4,-133.7,165.0,-3.0,9.5,46.47,-46.47,94.47,-2.431,-2.934,-2.934,0.0,-189.8,60.0,-2.934,0.0,35.0,27.21,0.96,0.46,6.98,48.0,46.47,109.67,1,1,104,89,0,1,0,0,1,1,1,0,0,0,1,1,0,12,0,0,0
